_id,name
6880d1a7b43a33024caef446,comedy
6880d264b43a33024caef447,action
6880d264b43a33024caef448,sci-fi
6880d264b43a33024caef449,thriller
6880d264b43a33024caef44a,horror
6880d264b43a33024caef44b,kids
6880d264b43a33024caef44c,romance
